name,asins,categories,primaryCategories,imageURLs,manufacturer,reviews.date,reviews.doRecommend,reviews.numHelpful,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.username,latitude,longitude,location,zipcode
Fire TV Stick Streaming Media Player Pair Kit,B00ZV9RDKK,"Electronics,TVs Entertainment,Featured Brands,Other TV, Video & Audio Accs,College Tvs & Home Theater,Streaming Media Players,Fire TV,TVs Entertainment xbqxrzdteyyb,Ways To Shop,Amazon SMP,Electronics Features,TVs & Home Theater,TV, Video & Home Audio,On To College,Media Streamers,TV & Home Theater,TV, Video & Audio Accessories,Digital Device 4,All Streaming Media Players,College Electronics,Video Devices & TV Tuners,Consumer Electronics,TV & Video,Streaming Devices,Back To College,Amazon Devices,Amazon,Holiday Shop",Electronics,https://m.media-amazon.com/images/I/51P6jWMGzYL._AC_SL1000_.jpg,Amazon,2019-03-10T00:00:00.000Z,Unavailable,1,5,https://www.newegg.com/Product/Product.aspx?Item=9SIA6V66MV2282,Pros: Very satisfied I am about buy online this side wonderful service good Quality seal pack and good packing Cons: Great Other Thoughts: I am satisfied thanks,Tabrej Ali,Anonymous,33.92946,-116.97725,"('Greenpoint', 'US', 'America/New_York')",62385
Expanding Accordion File Folder Plastic Portable Document Organizer Letter Size,"B0002LCUZK,B010CEC6MI,B01B25NN64","Office,File Jackets & File Pockets,File Folders & Accessories,Files & Supplies,Office Solutions,Office Supplies,Office Product,Business & Industrial,Office & School Supplies,Expanding File Jackets Pockets,Smead,Office Products,File & Folder Accessories,Filing, Storage & Binding,Accessories,Expanding Files,See more File Pocket Expanding Folder Office Organizer ...,Filing Products,Expanding Wallets,Filing & Organizers,Expanding File Jackets & Pockets",Office Supplies,https://m.media-amazon.com/images/I/71bwupzQxPL._AC_SL1500_.jpg,AmazonBasics,2017-11-09T00:00:00.000Z,Unavailable,Unavailable,5,https://www.ebay.com/itm/Expanding-File-Tabs-Folder-Organizer-Document-Portable-Storage-A4-Paper-Holder/173356855131,Nice product. Will work perfectly for my projects. Nice and sturdy. Thank you!,Folder,juleekae,39.32288,-76.72803,"('Greenpoint', 'US', 'America/New_York')",73876
AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO","AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",Health & Beauty,https://m.media-amazon.com/images/I/71nDX36Y9UL._AC_SL1026_.jpg,AmazonBasics,2016-11-21T00:00:00.000Z,Unavailable,Unavailable,5,https://www.amazon.com/product-reviews/B00QWO9P0O/,I find amazon basics batteries to be equal if not superior to name brand ones. Can't believe I didn't start buying them sooner! The packages are large and the price is great too.,... find amazon basics batteries to be equal if not superior to name brand ones,ByTXcust,43.1566,-77.6088,"('Greenpoint', 'US', 'America/New_York')",14623
AmazonBasics Backpack for Laptops up to 17-inches,"B00EEBS9O0,B01CHQHIJK","Portable Computer Accessories,Bags, Cases & Sleeves,Accessories,Computers & Accessories,Laptop Accessories,Electronics,Backpacks",Electronics,https://m.media-amazon.com/images/I/81vfzNUAXEL._AC_SL1500_.jpg,AmazonBasics,2013-11-21T06:00:00Z,Unavailable,Unavailable,3,http://www.amazon.com/product-reviews/B00EEBS9O0/,"This bag does not fit my 17-inch laptop, although mine is a little bigger than many. You would need a relatively thin 17-inch laptop to make this work. Also, as some other reviewers described, it has a cheap-feeling inner lining. I also do not like that the zippers for the main pocket do not extend toward the base farther, so this does not open as wide as I would like. It will get the job done and serves as a replacement for my previous backpack, which was falling apart, but I do not think I would really recommend it to anyone.",Main pocket does not open wide as I would like,B. Kester,40.63316,-74.13653,"('Greenpoint', 'US', 'America/New_York')",46873
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black","B018SZT3BK,B01AHB9CN2","Fire Tablets,Computers/Tablets & Networking,Electronics Features,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,iPad & Tablets,Tablets & eBook Readers",Electronics,https://m.media-amazon.com/images/I/71GletxnoxS._AC_SL1500_.jpg,Amazon,2016-12-31T00:00:00.000Z,TRUE,0,5,"http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=218,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=246,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=277,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=211",Grandson used a borrowed one at school. So now has his own .,A gift for a very appreciative grandson,Suzy,40.81,-73.9625,"('Greenpoint', 'US', 'America/New_York')",57408
AmazonBasics 15.6-Inch Laptop and Tablet Bag,B00DUGZFWY,"Bags, Cases & Sleeves,Computers & Accessories,See more AmazonBasics 15.6 Inch Laptop And Tablet Bag -...,Electronics,Tablet Accessories,Accessories,Computers/Tablets & Networking,Messenger Bags,Bags,Laptop & Desktop Accessories,Laptop Cases & Bags,Laptop Accessories,Cases,computers,Backpacks",Electronics,https://m.media-amazon.com/images/I/91Q4MPJX2iL._AC_SL1500_.jpg,AmazonBasics,2017-06-29T00:00:00.000Z,Unavailable,Unavailable,5,https://www.ebay.com/itm/Amazonbasics-15-6-Inch-Laptop-And-Tablet-Bag-New/263568826892,"This is a quality product, well constructed with durable materials. Many pockets for laptop accessories or other supplies. Sometimes I use it as just a briefcase and it also serves that purpose well. All in all, it's a great value for a reasonably low price.",Great value!,renegade3932011,29.65163,-82.32483,"('Greenpoint', 'US', 'America/New_York')",41945
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black","B018SZT3BK,B01AHB9CN2","Fire Tablets,Computers/Tablets & Networking,Electronics Features,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,iPad & Tablets,Tablets & eBook Readers",Electronics,https://m.media-amazon.com/images/I/71GletxnoxS._AC_SL1500_.jpg,Amazon,2016-12-24T00:00:00.000Z,TRUE,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=195,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=244,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=309,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=250,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=242","While there are some apps that are missing due to not using the Google Play Store the list is minimal. The tablet itself is quick, responsive, and noticeable nicer than the 7"" fire. Picked this up when it was on sale for black friday sales. It's great for in front of the TV and catching up on email and light web browsing.",. Nice hand sized tablet,greg,39.00622,-77.4286,"('Greenpoint', 'US', 'America/New_York')",80571
AmazonBasics 15.6-Inch Laptop and Tablet Bag,B00DUGZFWY,"Bags, Cases & Sleeves,Computers & Accessories,See more AmazonBasics 15.6 Inch Laptop And Tablet Bag -...,Electronics,Tablet Accessories,Accessories,Computers/Tablets & Networking,Messenger Bags,Bags,Laptop & Desktop Accessories,Laptop Cases & Bags,Laptop Accessories,Cases,computers,Backpacks",Electronics,https://m.media-amazon.com/images/I/91Q4MPJX2iL._AC_SL1500_.jpg,AmazonBasics,2017-12-09T00:00:00.000Z,Unavailable,Unavailable,5,https://www.ebay.com/itm/Amazonbasics-15-6-Inch-Laptop-And-Tablet-Bag-New/263568826892,"Very nice product for the money. Only use it once a week, should last long time, would buy again.",Great for the price,pcaruso1956,37.60876,-77.37331,"('Greenpoint', 'US', 'America/New_York')",84442
Expanding Accordion File Folder Plastic Portable Document Organizer Letter Size,"B0002LCUZK,B010CEC6MI,B01B25NN64","Office,File Jackets & File Pockets,File Folders & Accessories,Files & Supplies,Office Solutions,Office Supplies,Office Product,Business & Industrial,Office & School Supplies,Expanding File Jackets Pockets,Smead,Office Products,File & Folder Accessories,Filing, Storage & Binding,Accessories,Expanding Files,See more File Pocket Expanding Folder Office Organizer ...,Filing Products,Expanding Wallets,Filing & Organizers,Expanding File Jackets & Pockets",Office Supplies,https://m.media-amazon.com/images/I/71bwupzQxPL._AC_SL1500_.jpg,AmazonBasics,2017-01-12T00:00:00.000Z,Unavailable,Unavailable,5,http://www.ebay.com/itm/File-Pocket-Expanding-Folder-Office-Organizer-Document-Paper-Storage-Letter-Size/142477979959,"I love the portability of this expandable file good quality, good cost. I recommend",Great product and cost,connieinla,38.58894,-89.99038,"('Greenpoint', 'US', 'America/New_York')",27302
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black","B018SZT3BK,B01AHB9CN2","Fire Tablets,Computers/Tablets & Networking,Electronics Features,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,iPad & Tablets,Tablets & eBook Readers",Electronics,https://m.media-amazon.com/images/I/71GletxnoxS._AC_SL1500_.jpg,Amazon,2016-12-31T00:00:00.000Z,TRUE,0,4,"http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=217,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=245",Purchased the device for my son to take full benefits of his prime account. A decent device with reasonable features for the low cost.,A great buy,besttobuy,29.84576,-90.10674,"('Greenpoint', 'US', 'America/New_York')",72921
Certified Refurbished Amazon Echo,B01GAGYVU2,"Consumer Electronics,Amazon Echo,Smart Speakers, Hubs & Accessories,Smart Speakers,Amazon Home,Surveillance & Smart Home Electronics,Digital Device 3",Electronics,https://m.media-amazon.com/images/I/61QPXTh0K9L._AC_SL1000_.jpg,Amazon,2018-05-22T00:00:00.000Z,Unavailable,Unavailable,5,https://www.ebay.com/itm/NEW-Amazon-Echo-Show-Alexa-Smart-Home-Control-with-Video-White/273535713254,Just what I expected...Works great....,Perfect,popa00,42.8864,-78.8784,"('Greenpoint', 'US', 'America/New_York')",14206
Certified Refurbished Amazon Echo,B01GAGYVU2,"Consumer Electronics,Amazon Echo,Smart Speakers, Hubs & Accessories,Smart Speakers,Amazon Home,Surveillance & Smart Home Electronics,Digital Device 3",Electronics,https://m.media-amazon.com/images/I/61QPXTh0K9L._AC_SL1000_.jpg,Amazon,2019-02-07T00:00:00.000Z,Unavailable,Unavailable,5,https://www.ebay.com/itm/NEW-Amazon-Echo-Show-Alexa-Smart-Home-Control-with-Video-White/273535713254,Very clear picture on monitor easy to install with mobile phone and quite enjoyable to ask questions Alexa is very informative.,Easy to use and informative looks great,stainedimpressions,43.54072,-116.56346,"('Greenpoint', 'US', 'America/New_York')",58525
AmazonBasics 15.6-Inch Laptop and Tablet Bag,B00DUGZFWY,"Bags, Cases & Sleeves,Computers & Accessories,See more AmazonBasics 15.6 Inch Laptop And Tablet Bag -...,Electronics,Tablet Accessories,Accessories,Computers/Tablets & Networking,Messenger Bags,Bags,Laptop & Desktop Accessories,Laptop Cases & Bags,Laptop Accessories,Cases,computers,Backpacks",Electronics,https://m.media-amazon.com/images/I/91Q4MPJX2iL._AC_SL1500_.jpg,AmazonBasics,2014-02-22T06:00:00Z,Unavailable,Unavailable,5,http://www.amazon.co.uk/gp/product-reviews/B00DUGZFWY%25253Fie%25253DUTF8%252526showViewpoints%25253D1,fab case for any laptop would buy another again i got it for my laptop and it is fine and strong plenty of pockets,super,martina o driscoll,47.38093,-122.23484,"('Greenpoint', 'US', 'America/New_York')",68835
AmazonBasics Backpack for Laptops up to 17-inches,"B00EEBS9O0,B01CHQHIJK","Portable Computer Accessories,Bags, Cases & Sleeves,Accessories,Computers & Accessories,Laptop Accessories,Electronics,Backpacks",Electronics,https://m.media-amazon.com/images/I/81vfzNUAXEL._AC_SL1500_.jpg,AmazonBasics,2014-01-25T06:00:00Z,Unavailable,Unavailable,5,http://www.amazon.com/product-reviews/B00EEBS9O0/,Love the backpack....lots of pockets for all my needs...when i travel it fits everything for my travel...makes a lot easier,Backpack,Vivian Harris,33.50921,-111.89903,"('Greenpoint', 'US', 'America/New_York')",34644
AmazonBasics 15.6-Inch Laptop and Tablet Bag,B00DUGZFWY,"Bags, Cases & Sleeves,Computers & Accessories,See more AmazonBasics 15.6 Inch Laptop And Tablet Bag -...,Electronics,Tablet Accessories,Accessories,Computers/Tablets & Networking,Messenger Bags,Bags,Laptop & Desktop Accessories,Laptop Cases & Bags,Laptop Accessories,Cases,computers,Backpacks",Electronics,https://m.media-amazon.com/images/I/91Q4MPJX2iL._AC_SL1500_.jpg,AmazonBasics,2017-05-10T00:00:00.000Z,Unavailable,Unavailable,5,https://www.ebay.com/urw/product-reviews/1542880841%25253F_itm%25253D252317004839,"holds everything laptop,amp,mini external memory drive,headphones,3d glasses,tablet cables,and still have 2 extra pockets awesome,well made product. thank you !",great deal quick ship a must have !,newto_epzvax,47.76232,-122.2054,"('Greenpoint', 'US', 'America/New_York')",8664
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers",B06XD5YCKX,"EBook Readers,Tablets,Electronics,Amazon Ereaders,Kindle E-readers,E-Readers,Featured Brands,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Devices,Amazon,Tablets & E-Readers","Electronics,Media",https://m.media-amazon.com/images/I/61PxOMO+9aL._AC_SL1000_.jpg,Amazon,2017-12-29T00:00:00.000Z,TRUE,0,5,https://reviews.bestbuy.com/3545/5999007/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D5,This is the best Kindle out of a long line of Kindles. Amazon improved on all the bad points of the first Oasis and made it almost perfect.,Best Kindle ever....,Rich5814,40.93121,-73.89875,"('Greenpoint', 'US', 'America/New_York')",72420
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers",B06XD5YCKX,"EBook Readers,Tablets,Electronics,Amazon Ereaders,Kindle E-readers,E-Readers,Featured Brands,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Devices,Amazon,Tablets & E-Readers","Electronics,Media",https://m.media-amazon.com/images/I/61PxOMO+9aL._AC_SL1000_.jpg,Amazon,2017-12-09T00:00:00.000Z,TRUE,4,4,https://reviews.bestbuy.com/3545/5999007/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D5,"I was used to the Kindle 3rd gen(Kindle Keyboard) and when i first held the Oasis it felt very odd and uncomfortable and the metal back made it feel like it could slip and fall at any second. It does take time to get used to. The device is expensive for something that is not even a colored screen. However, my main reason was because it was a bigger screen and clearer ( besides there doesn't seem to be much upgrades between the Kindle Keyboard and the other ones) I find myself accidently touching the touchscreen more often than I would like ( but much less than when I 1st got it- a week or so ago). All in all it is a sleek and nice device, alittle pricey.",Expensive but nice,mar1saaaa,39.33427,-76.43941,"('Greenpoint', 'US', 'America/New_York')",2341
AmazonBasics 15.6-Inch Laptop and Tablet Bag,B00DUGZFWY,"Bags, Cases & Sleeves,Computers & Accessories,See more AmazonBasics 15.6 Inch Laptop And Tablet Bag -...,Electronics,Tablet Accessories,Accessories,Computers/Tablets & Networking,Messenger Bags,Bags,Laptop & Desktop Accessories,Laptop Cases & Bags,Laptop Accessories,Cases,computers,Backpacks",Electronics,https://m.media-amazon.com/images/I/91Q4MPJX2iL._AC_SL1500_.jpg,AmazonBasics,2017-11-14T00:00:00.000Z,Unavailable,Unavailable,5,https://www.ebay.com/urw/product-reviews/1542880841%25253F_itm%25253D252317004839,I am a Verizon Technician and this laptop case is perfect for what I do!! Thank you!,Laptop Case,graciegoo04,32.9156,-117.14392,"('Greenpoint', 'US', 'America/New_York')",12726
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers",B06XD5YCKX,"EBook Readers,Tablets,Electronics,Amazon Ereaders,Kindle E-readers,E-Readers,Featured Brands,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Devices,Amazon,Tablets & E-Readers","Electronics,Media",https://m.media-amazon.com/images/I/61PxOMO+9aL._AC_SL1000_.jpg,Amazon,2018-03-14T00:00:00.000Z,TRUE,0,4,https://reviews.bestbuy.com/3545/5999007/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D3,The design is good. Love to read books with this beautiful device. The battery is not very good though.,"Good design, fair battery",Shuikuang,35.74788,-95.36969,"('Greenpoint', 'US', 'America/New_York')",94834
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers",B06XD5YCKX,"EBook Readers,Tablets,Electronics,Amazon Ereaders,Kindle E-readers,E-Readers,Featured Brands,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Devices,Amazon,Tablets & E-Readers","Electronics,Media",https://m.media-amazon.com/images/I/61PxOMO+9aL._AC_SL1000_.jpg,Amazon,2017-12-10T00:00:00.000Z,TRUE,3,4,https://reviews.bestbuy.com/3545/5999007/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D5,I love this so far only downside is you can not read and listen at the same time. Its one or the other. Battery life is poor. 50% drained on stanby in under a week. Lasts better if you keep wifi bluetooth off,Like it,kcladyz,30.17746,-81.38758,"('Greenpoint', 'US', 'America/New_York')",52775
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black","B018SZT3BK,B01AHB9CN2","Fire Tablets,Computers/Tablets & Networking,Electronics Features,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,iPad & Tablets,Tablets & eBook Readers",Electronics,https://m.media-amazon.com/images/I/71GletxnoxS._AC_SL1500_.jpg,Amazon,2017-01-08T00:00:00.000Z,TRUE,0,4,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=172,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=170",My nephew likes the 'large' size of the Fire tablet as it's significantly larger than his phone.,A great gift!,deecee,35.05266,-78.87836,"('Greenpoint', 'US', 'America/New_York')",93595
AmazonBasics 15.6-Inch Laptop and Tablet Bag,B00DUGZFWY,"Bags, Cases & Sleeves,Computers & Accessories,See more AmazonBasics 15.6 Inch Laptop And Tablet Bag -...,Electronics,Tablet Accessories,Accessories,Computers/Tablets & Networking,Messenger Bags,Bags,Laptop & Desktop Accessories,Laptop Cases & Bags,Laptop Accessories,Cases,computers,Backpacks",Electronics,https://m.media-amazon.com/images/I/91Q4MPJX2iL._AC_SL1500_.jpg,AmazonBasics,2016-07-04T00:00:00.000Z,Unavailable,Unavailable,4,https://www.ebay.com/urw/product-reviews/1542880841%25253F_itm%25253D252317004839,"The larger one was bought for me as part of a Christmas gift...I enjoyed mine so much that I bought this one for a birthday gift.....sturdy, stylish, padded and protects well. Good buy for the price",birthday present,pattipet2011,39.32288,-76.72803,"('Greenpoint', 'US', 'America/New_York')",88077
AmazonBasics Bluetooth Keyboard for Android Devices - Black,B005OOKNP4,"Electronics Features,Computers & Accessories,Computer Accessories & Peripherals,Keyboards,Electronics,Amazon Device Accessories,Digital Device Accessory,Keyboards, Mice & Accessories,Tablet Accessories,14701001",Electronics,https://m.media-amazon.com/images/I/71n2pw4Ko6L._AC_SL1500_.jpg,AmazonBasics,2013-02-25T00:00:00Z,Unavailable,345,4,https://www.amazon.com/AmazonBasics-Bluetooth-Keyboard-Android-Devices/dp/B005OOKNP4/,"Like a lot of reviewers here, I struggled to find the right Bluetooth keyboard to go with my Kindle Fire HD. In the end, I decided to go with the Amazon one, figuring that because Amazon made the Fire and the keyboard, there would be fewer potential problems. At first, this was a good theory. I opened the keyboard as soon as it arrived and paired it immediately to my Kindle Fire HD. There were no problems and it worked perfectly.At first.Unfortunately for me, the next time I worked with the keyboard, I was on a plane trip. I decided to get some writing done (I write novels in my free time) and fired up the keyboard and the Fire. But this time, the keyboard wouldn't pair. At all. The Fire SAID the Keyboard could be paired -- it remembered they had been paired before -- but it just wouldn't pair it. I tried everything I could think of, including pressing the connect button on the keyboard several times to re-pair it. In the end, I had to give up. Instead, desperate to use the flight to write, I borrowed my wife's iPhone 4S. Oddly enough, that had NO problem connecting to the keyboard and I was writing in no time (albeit on a smaller screen and in the notes mode).When I arrived on vacation, I was worried I had a lemon on my hands. Sure, the keyboard worked, but not with the Fire, only the iPhone. That wasn't the plan. I noticed that other reviews said that the keyboard worked initially with the Fire and then wouldn't work again. I thought there was a major glitch.I decided to keep messing with it and discovered this problem and solution. If you ONLY pair the keyboard with the Fire, you will have no problems","An excellent keyboard -- with one significant glitch (If you are having issues, might want to read this) 1,",Rob Blackwell,32.44874,-99.73314,"('Greenpoint', 'US', 'America/New_York')",82455
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers",B06XD5YCKX,"EBook Readers,Tablets,Electronics,Amazon Ereaders,Kindle E-readers,E-Readers,Featured Brands,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Devices,Amazon,Tablets & E-Readers","Electronics,Media",https://m.media-amazon.com/images/I/61PxOMO+9aL._AC_SL1000_.jpg,Amazon,2018-03-21T00:00:00.000Z,TRUE,3,5,https://reviews.bestbuy.com/3545/5999007/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D2,"I have used and loved three previous Kindles: the Kindle Keyboard, the 1st gen Paperwhite and the Voyage. Without a doubt this one is the best. This is the first Kindle I can comfortably hold in my hands. I love that if I want to switch from holding it in left hand to holding it in right hand, the text automatically flips. No matter which hand you hold it in the page turn buttons are in the perfect place for your thumb. No regrets in this purchase!",The best Kindle yet,Happy,33.72255,-116.37697,"('Greenpoint', 'US', 'America/New_York')",650
AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO","AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",Health & Beauty,https://m.media-amazon.com/images/I/71nDX36Y9UL._AC_SL1026_.jpg,AmazonBasics,2016-11-15T00:00:00.000Z,Unavailable,Unavailable,5,https://www.amazon.com/product-reviews/B00QWO9P0O/,"just got em so I can't really comment on how good the do the job, good price, quick delivery but have only put two into one of my keyboards but they can go up to a year so who can say after three days",... got em so I can't really comment on how good the do the job,ByDavyo,43.1566,-77.6088,"('Greenpoint', 'US', 'America/New_York')",14623
AmazonBasics 15.6-Inch Laptop and Tablet Bag,B00DUGZFWY,"Bags, Cases & Sleeves,Computers & Accessories,See more AmazonBasics 15.6 Inch Laptop And Tablet Bag -...,Electronics,Tablet Accessories,Accessories,Computers/Tablets & Networking,Messenger Bags,Bags,Laptop & Desktop Accessories,Laptop Cases & Bags,Laptop Accessories,Cases,computers,Backpacks",Electronics,https://m.media-amazon.com/images/I/91Q4MPJX2iL._AC_SL1500_.jpg,AmazonBasics,2018-03-13T00:00:00.000Z,Unavailable,Unavailable,5,https://www.ebay.com/itm/Amazonbasics-15-6-Inch-Laptop-And-Tablet-Bag-New/263568826892,Everything was great and I like it very much,Looks nice and has great features,murr3963_kzgjiur,26.91756,-82.07842,"('Greenpoint', 'US', 'America/New_York')",65195
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black","B018SZT3BK,B01AHB9CN2","Fire Tablets,Computers/Tablets & Networking,Electronics Features,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,iPad & Tablets,Tablets & eBook Readers",Electronics,https://m.media-amazon.com/images/I/71GletxnoxS._AC_SL1500_.jpg,Amazon,2017-01-17T00:00:00.000Z,TRUE,0,5,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=99,"bought this for my father, who never did much on computers and was not sure he would actually use this. He unwrapped it, asked for some games to be downloaded and hasn't looked back! He has used the internet as well as the game apps and couldn't be happier.",5 star service,packersfan,30.17746,-81.38758,"('Greenpoint', 'US', 'America/New_York')",44165
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers",B06XD5YCKX,"EBook Readers,Tablets,Electronics,Amazon Ereaders,Kindle E-readers,E-Readers,Featured Brands,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Devices,Amazon,Tablets & E-Readers","Electronics,Media",https://m.media-amazon.com/images/I/61PxOMO+9aL._AC_SL1000_.jpg,Amazon,2018-01-17T00:00:00.000Z,TRUE,0,5,https://reviews.bestbuy.com/3545/5999007/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D4,"This Kindle is light weight, easy to read and water proof. A great buy.",Great reader,Asheville,37.71715,-122.40433,"('Greenpoint', 'US', 'America/New_York')",32470
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black","B018SZT3BK,B01AHB9CN2","Fire Tablets,Computers/Tablets & Networking,Electronics Features,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,iPad & Tablets,Tablets & eBook Readers",Electronics,https://m.media-amazon.com/images/I/71GletxnoxS._AC_SL1500_.jpg,Amazon,2016-12-14T00:00:00.000Z,TRUE,0,4,"http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=280,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=273,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=275",I bought one last year for one cousin and had to continue for another this year. Great buy imo.,2nd purchase,VanStriker,32.35126,-95.30106,"('Greenpoint', 'US', 'America/New_York')",96220
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers",B06XD5YCKX,"EBook Readers,Tablets,Electronics,Amazon Ereaders,Kindle E-readers,E-Readers,Featured Brands,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Devices,Amazon,Tablets & E-Readers","Electronics,Media",https://m.media-amazon.com/images/I/61PxOMO+9aL._AC_SL1000_.jpg,Amazon,2018-01-06T00:00:00.000Z,TRUE,1,5,https://reviews.bestbuy.com/3545/5999007/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D4,"I'm a huge fan of the e-readers. I find I read more on my kindle than any other device (iPad, other tablet). I recently upgraded from the Kindle Paperwhite to the Oasis. I'm a huge fan of the larger screen and ergonomic feel. It has been a pleasure to use.",best kindle yet!!!,Trhammett,47.4943,-122.24092,"('Greenpoint', 'US', 'America/New_York')",43126
AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO","AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",Health & Beauty,https://m.media-amazon.com/images/I/71nDX36Y9UL._AC_SL1026_.jpg,AmazonBasics,2016-05-21T00:00:00.000Z,Unavailable,Unavailable,5,https://www.amazon.com/product-reviews/B00QWO9P0O/,Thankful that I was able to find on Amazon for a great price and even better shipping. Arrived in perfect condition and did exactly what I needed it to. Great purchase and would purchase again.,... I was able to find on Amazon for a great price and even better shipping,ByAmazon Customer,43.1566,-77.6088,"('Greenpoint', 'US', 'America/New_York')",14623
